19.93139,-75.17029
19.90155,-75.22372
19.92444,-75.22696
19.95861,-75.19585
19.96333,-75.19057
19.96306,-75.15918
19.96069,-75.15918
19.93139,-75.17029

19.8875,-75.1214
19.88694,-75.13445
19.8875,-75.15279
19.88778,-75.15862
19.89083,-75.16278
19.89583,-75.16473
19.9025,-75.16446
19.96287,-75.13974
19.96555,-75.08723
19.91722,-75.08556
19.89304,-75.08528
19.8875,-75.1214

19.32888,-155.00559
19.27694,-155.16727
19.28499,-155.24777
19.27389,-155.29251
19.11111,-155.53421
18.98972,-155.58835
18.92388,-155.66641
18.96305,-155.68112
19.03167,-155.79642
19.03278,-155.85947
19.08833,-155.90088
19.17555,-155.9075
19.36721,-155.8786
19.73583,-156.05002
19.7925,-156.03336
19.85166,-155.96976
19.865,-155.91888
19.99916,-155.8139
20.03861,-155.81308
20.10722,-155.8703
20.16028,-155.89279
20.26111,-155.87109
20.27778,-155.84168
20.24583,-155.75226
20.20388,-155.71664
20.12916,-155.57782
20.09944,-155.42944
19.98055,-155.17694
19.87639,-155.08197
19.7461,-155.00085
19.65027,-154.96664
19.61305,-154.93033
19.53861,-154.79282
19.45861,-154.82861
19.32888,-155.00559

20.52527,-156.54724
20.51889,-156.64475
20.50694,-156.66199
20.52916,-156.69888
20.55944,-156.67471
20.60722,-156.5853
20.60555,-156.56751
20.59055,-156.54724
20.52527,-156.54724

20.74416,-156.892
20.73777,-156.90726
20.74499,-156.96832
20.89055,-157.05722
20.91805,-157.04837
20.92582,-157.01419
20.92861,-156.9256
20.90389,-156.87723
20.84361,-156.81226
20.82361,-156.80444
20.77111,-156.83948
20.74416,-156.892

20.89805,-156.47336
20.91416,-156.38477
20.94666,-156.33029
20.93916,-156.23697
20.84194,-156.11639
20.83972,-156.08444
20.79499,-156.00226
20.76111,-155.98697
20.71721,-156.00171
20.67388,-156.04532
20.6311,-156.13251
20.6386,-156.19638
20.58083,-156.37418
20.58861,-156.42001
20.61444,-156.44504
20.71888,-156.44754
20.79083,-156.47336
20.79944,-156.5014
20.78639,-156.53723
20.82138,-156.62692
20.91832,-156.70194
21.01361,-156.66144
21.05222,-156.60001
20.98666,-156.51947
20.89805,-156.47336

21.1611,-156.89447
21.16028,-156.82916
21.17722,-156.78833
21.15805,-156.70392
21.08221,-156.75977
21.04583,-156.86749
21.10889,-157.06781
21.08805,-157.25946
21.08888,-157.29477
21.10055,-157.30475
21.14638,-157.29334
21.19861,-157.24414
21.20972,-157.18863
21.195,-157.03476
21.1611,-156.89447

21.64389,-160.53061
21.63221,-160.53778
21.63583,-160.54138
21.64138,-160.54114
21.64916,-160.53555
21.65111,-160.53171
21.64888,-160.52811
21.64389,-160.53061

21.41166,-157.73032
21.32416,-157.66559
21.2686,-157.70865
21.27138,-157.76059
21.25888,-157.81308
21.31916,-157.8678
21.33694,-157.90253
21.32166,-157.92337
21.3025,-157.98526
21.29528,-158.10364
21.34472,-158.11639
21.38139,-158.13641
21.47694,-158.23502
21.575,-158.27362
21.58666,-158.26477
21.60972,-158.10693
21.69138,-158.0145
21.69944,-157.97192
21.6625,-157.92255
21.57666,-157.87668
21.4711,-157.84418
21.43583,-157.80588
21.41166,-157.73032

21.8875,-160.11499
21.88416,-160.14978
21.83694,-160.18222
21.7836,-160.19977
21.80944,-160.24503
21.84028,-160.24832
21.89138,-160.2272
22.0186,-160.08389
22.01388,-160.0614
21.99388,-160.04556
21.90916,-160.07114
21.8875,-160.11499

21.88139,-159.43362
21.86999,-159.45142
21.88444,-159.46225
21.89638,-159.5025
21.90027,-159.56027
21.95805,-159.70752
21.98055,-159.75644
22.02222,-159.78668
22.03916,-159.79059
22.06138,-159.78531
22.15278,-159.71698
22.22749,-159.58029
22.23638,-159.55002
22.23916,-159.40167
22.22138,-159.35165
22.19027,-159.31751
22.12694,-159.28894
21.96555,-159.3331
21.92083,-159.3786
21.88139,-159.43362

23.03944,-161.94168
23.03805,-161.94778
23.04166,-161.94998
23.04722,-161.94833
23.04916,-161.94305
23.04639,-161.93832
23.04277,-161.93778
23.03944,-161.94168

23.56472,-164.69614
23.56194,-164.70087
23.56416,-164.70615
23.56971,-164.70752
23.57666,-164.70752
23.57944,-164.70282
23.57805,-164.69669
23.56472,-164.69614

24.54472,-81.7739
24.53833,-81.80167
24.53889,-81.80861
24.54055,-81.81111
24.54387,-81.8135
24.54722,-81.81194
24.5575,-81.80556
24.57,-81.75362
24.57055,-81.74889
24.57,-81.74249
24.56667,-81.73473
24.56472,-81.73222
24.56056,-81.72917
24.55849,-81.73045
