resourceID,description,startDateTime,company,vehicle
mis_19sjvcegg,Starlink Group 4-25,2022-07-24T13:37:40.000Z,SpaceX,Falcon 9 Block 5
mis_eak0jeplp,SBIRS GEO-6,2022-08-04T10:28:40.000Z,United Launch Alliance,Atlas V 421
mis_apt59aaq6,KPLO,2022-08-04T23:07:40.000Z,SpaceX,Falcon 9 Block 5
mis_506wj4wub,Starlink Group 4-26,2022-08-10T02:13:40.000Z,SpaceX,Falcon 9 Block 5
mis_90utaxvnm,Starlink Group 3-3,2022-08-12T21:40:00.000Z,SpaceX,Falcon 9 Block 5
mis_11ds61vhh,Starlink Group 4-27,2022-08-19T19:21:00.000Z,SpaceX,Falcon 9 Block 5
mis_1k7deyx98,Starlink Group 4-23,2022-08-28T03:41:00.000Z,SpaceX,Falcon 9 Block 5
mis_alaqf7t4s,Starlink Group 3-4,2022-08-31T05:39:50.000Z,SpaceX,Falcon 9 Block 5
mis_2ol7l0659,Starlink Group 4-20 & Varuna,2022-09-05T02:09:20.000Z,SpaceX,Falcon 9 Block 5
mis_64426nq0f,Starlink Group 4-2 & BlueWalker 3,2022-09-11T01:19:40.000Z,SpaceX,Falcon 9 Block 5
mis_pp01lnmn1,The Owl Spreads Its Wings,2022-09-15T20:37:40.000Z,Rocket Lab,Electron
mis_apkiez37b,Starlink Group 4-34,2022-09-19T00:17:40.000Z,SpaceX,Falcon 9 Block 5
mis_122jtddft,Starlink Group 4-35,2022-09-24T23:31:50.000Z,SpaceX,Falcon 9 Block 5
mis_119l0zrt8,NROL-91,2022-09-24T22:25:10.000Z,United Launch Alliance,Delta IV Heavy
mis_1khbv6hmh,Starlink Group 4-29,2022-10-05T23:10:10.000Z,SpaceX,Falcon 9 Block 5
mis_1j3u576t1,Crew-5,2022-10-05T16:00:37.000Z,SpaceX,Falcon 9 + Crew Dragon
mis_t4h7peozs,Galaxy 33 & 34,2022-10-08T23:04:40.000Z,SpaceX,Falcon 9 Block 5
mis_a48xjt54x,Hotbird 13F,2022-10-15T05:21:40.000Z,SpaceX,Falcon 9 Block 5
mis_oejsmreg9,SES-20 & SES-21,2022-10-04T21:35:40.000Z,United Launch Alliance,Atlas V 541
mis_18no4tc39,It Argos Up From Here,2022-10-07T17:08:40.000Z,Rocket Lab,Electron
mis_ohlro31j6,Starlink Group 4-36,2022-10-20T14:49:40.000Z,SpaceX,Falcon 9 Block 5
mis_1rax5qdx3,USSF-44,2022-11-01T13:40:40.000Z,SpaceX,Falcon Heavy
mis_12ojqt76h,Hotbird 13G,2022-11-03T05:21:40.000Z,SpaceX,Falcon 9 Block 5
mis_do49beguh,Cygnus NG-18,2022-11-07T10:32:22.000Z,Northrop Grumman,Antares 230+
mis_fstj3u7du,JPSS 2,2022-11-10T09:48:40.000Z,United Launch Alliance,Atlas V 401
mis_ugweu936t,Galaxy 31 & 32,2022-11-12T16:05:40.000Z,SpaceX,Falcon 9 Block 5
mis_1r2tkvwxt,CRS-26,2022-11-26T19:20:23.000Z,SpaceX,Falcon 9 + Crew Dragon
mis_jw9gvd8x9,Eutelsat 10B,2022-11-23T02:56:40.000Z,SpaceX,Falcon 9 Block 5
mis_1mvqhl0uk,Virginia is for Launch Lovers,2023-01-24T22:59:40.000Z,Rocket Lab,Electron
mis_1emznu4bn,Hakuto-R M1,2022-12-11T07:37:53.000Z,SpaceX,Falcon 9 Block 5
mis_jl7olnp5o,OneWeb 15,2022-12-08T22:27:28.000Z,SpaceX,Falcon 9 Block 5
mis_1peq1nn0k,O3b mPower 1 & 2,2022-12-16T22:47:40.000Z,SpaceX,Falcon 9 Block 5
mis_xt0irpvgh,Starlink Group 4-37,2022-12-17T21:31:40.000Z,SpaceX,Falcon 9 Block 5
mis_seuzkcs6z,SWOT - Surface Water and Ocean Topography,2022-12-16T11:46:27.000Z,SpaceX,Falcon 9 Block 5
mis_7ggsd43lk,Transporter-6,2023-01-03T14:55:36.000Z,SpaceX,Falcon 9 Block 5
mis_1urdfe8hp,Starlink Group 5-1,2022-12-28T09:33:40.000Z,SpaceX,Falcon 9 Block 5
mis_1vuwh1ak1,EROS-C3,2022-12-30T07:37:40.000Z,SpaceX,Falcon 9 Block 5
mis_113wqool7,OneWeb 16,2023-01-10T04:49:40.000Z,SpaceX,Falcon 9 Block 5
mis_nkqp19qkq,USSF-67,2023-01-15T22:55:40.000Z,SpaceX,Falcon Heavy
mis_1p167qzq1,CRS-26 Return,2023-01-11T09:36:00Z,SpaceX,Falcon 9 + Crew Dragon
mis_1kpv6uzj2,GPS III SV06,2023-01-18T12:23:40.000Z,SpaceX,Falcon 9 Block 5
mis_13im925i9,Amazonas Nexus,2023-02-07T01:31:40.000Z,SpaceX,Falcon 9 Block 5
mis_pghkl432k,Starlink Group 5-2,2023-01-26T09:32:00.000Z,SpaceX,Falcon 9 Block 5
mis_1ngvi2nz6,Starlink Group 5-3,2023-02-02T07:58:00.000Z,SpaceX,Falcon 9 Block 5
mis_17ul0goty,Crew-6,2023-03-02T05:33:54.000Z,SpaceX,Falcon 9 + Crew Dragon
mis_1dtuyy64o,Starlink Group 5-4,2023-02-12T05:09:50.000Z,SpaceX,Falcon 9 Block 5
mis_i7eo03okv,Starlink Group 2-5,2023-02-17T19:12:00.000Z,SpaceX,Falcon 9 Block 5
mis_1if1rvrdr,Inmarsat-6 F2,2023-02-18T03:58:40.000Z,SpaceX,Falcon 9 Block 5
mis_x0eeqjs54,O3b mPower 3 & 4,2023-04-28T21:11:40.000Z,SpaceX,Falcon 9 Block 5
mis_cjjasqu2v,Starlink Group 2-4,2023-01-19T15:42:50.000Z,SpaceX,Falcon 9 Block 5
mis_lu8plkak7,Starlink Group 2-6,2023-01-31T16:14:40.000Z,SpaceX,Falcon 9 Block 5
mis_m92hxsvfu,Starlink Group 4-31,2022-10-28T01:13:50.000Z,SpaceX,Falcon 9 Block 5
mis_f4f40odff,Starlink Group 6-1,2023-02-27T23:13:30.000Z,SpaceX,Falcon 9 Block 5
mis_obf8q9y5d,Starlink Group 2-7,2023-03-03T18:38:30.000Z,SpaceX,Falcon 9 Block 5
mis_173tkzsyn,OneWeb 17,2023-03-09T19:13:08.000Z,SpaceX,Falcon 9 Block 5
mis_16a461q9z,CRS-27,2023-03-15T00:30:22.000Z,SpaceX,Falcon 9 + Crew Dragon
mis_effk9hb1l,SES-18 & SES-19,2023-03-17T23:37:40.000Z,SpaceX,Falcon 9 Block 5
mis_1viyumy67,Good Luck Have Fun,2023-03-23T03:24:40.000Z,Relativity,Terran 1
mis_1uuf27rap,Stronger Together,2023-03-16T22:38:39.000Z,Rocket Lab,Electron
mis_1gjdo5rlh,Crew 5 Return,2023-03-12T01:18:00Z,SpaceX,Falcon 9 + Crew Dragon
mis_26xvg0yg4,Starlink Group 2-8,2023-03-17T19:26:20.000Z,SpaceX,Falcon 9 Block 5
mis_1l602pict,Starlink Group 6-2,2023-04-29T23:59:40.000Z,SpaceX,Falcon 9 Block 5
mis_g7w6xmgdn,Starlink Group 5-5,2023-03-24T15:42:50.000Z,SpaceX,Falcon 9 Block 5
mis_1mnfpyle4,Starlink Group 5-10,2023-03-29T20:00:40.000Z,SpaceX,Falcon 9 Block 5
mis_faj7xv042,SDA Tranche 0,2023-04-02T14:28:40.000Z,SpaceX,Falcon 9 Block 5
mis_yqr1vncrk,Starship OFT,2023-04-29T23:59:40.000Z,SpaceX,SuperHeavy
