Latitude,Longitude,Data
19.99999999999998,-122.0,0.0
20.139873801072593,-121.25151900878328,0.0
20.275887262148437,-120.5014139281658,0.0
20.40802487770545,-119.74972553822597,0.0
20.53627162575011,-118.99649518072424,0.0
20.660612966319054,-118.24176474794191,0.0
20.78103483994168,-117.485576671053,0.0
20.89752366606998,-116.72797390803377,0.0
21.010066341483572,-115.968999931117,0.0
21.118650238676473,-115.20869871379708,0.0
21.223263204233024,-114.44711471739404,0.0
21.32389355719917,-113.68429287718479,0.0
21.42053008745569,-112.92027858811008,0.0
21.513162054100697,-112.1551176900674,0.0
21.601779183846126,-111.3888564527999,0.0
21.68637166943557,-110.62154156039236,0.0
21.76693016808858,-109.8532200953857,0.0
21.8434457999774,-109.0839395225227,0.0
21.915910146741084,-108.31374767213737,0.0
21.984315250043093,-107.54269272320204,0.0
22.048653610176142,-106.77082318604565,0.0
22.108918184720302,-105.99818788475856,0.0
22.165102387257843,-105.22483593929853,0.0
22.217200086149525,-104.45081674731411,2.653466362813794e-10
22.26520560337645,-103.67617996570138,2.4854759014379594e-08
22.309113713451357,-102.90097549191071,4.935203625408397e-07
22.34891964240178,-102.12525344502127,4.736743313833247e-06
22.384619066830133,-101.34906414659993,3.061133074714706e-05
22.41620811305214,-100.57245810136327,0.00013654688894136646
22.443683356317006,-99.79548597766117,0.0004194846483504718
22.467041820111806,-99.01819858779957,0.0008859172409155396
22.486280975551917,-98.24064686822263,0.0012835306748554293
22.50139874085965,-97.4628818595727,0.0012708509234427587
22.512393480932776,-96.6849546866477,0.0008542592325177668
22.519264007003862,-95.90691653827551,0.0003863148855749221
22.522009576391813,-95.12881864712563,0.00011634047722132127
22.520629892346324,-94.35071226947684,2.3107836822472496e-05
22.51512510398561,-93.5726486649622,3.00138679483316e-06
22.50549580632777,-92.79467907631029,2.413759550189062e-07
22.491743040415358,-92.01685470910346,0.0
22.473868293533357,-91.23922671157244,0.0
22.451873499519095,-90.46184615444798,0.0
22.425761039164,-89.68476401088841,0.0
22.39553374070544,-88.9080311365036,0.0
22.361194880407126,-88.13169824949438,5.306932725627592e-09
22.322748183226373,-87.35581591092682,1.085189278799375e-06
22.28019782356664,-86.58043450516043,1.4058359095732674e-05
22.233548426111977,-85.80560422044886,0.00011104787139152359
22.18280506674149,-85.03137502973185,0.000583761570397708
22.127973273521096,-84.2577966716363,0.0020728269495725645
22.069059027768578,-83.48491863170416,0.005036791331213185
22.00606876518944,-82.71279012386452,0.008480798057959158
21.939009377079195,-81.941460072167,0.0099871051039733
21.867888211588586,-81.17097709279226,0.008257148190870943
21.79271307504728,-80.40138947635636,0.004780608906832892
21.713492233341842,-79.63274517052325,0.0019217737716275686
21.630234413343068,-78.86509176294146,0.0005296833267524604
21.542948804378078,-78.09847646451946,9.869021554109375e-05
21.451645059741622,-77.33294609305032,1.2207351441585855e-05
21.356333298241896,-76.56854705720424,9.02624689403383e-07
21.257024105774384,-75.80532534089616,0.0
21.15372853691902,-75.04332648804343,0.0
21.046458116553822,-74.28259558772362,0.0
20.93522484147919,-73.52317725974356,0.0
20.82004118204668,-72.765115640629,0.0
20.700920083785462,-72.00845437004445,0.0
20.57787496901987,-71.25323657765078,0.0
20.450919738471068,-70.49950487041112,0.0
20.320068772836326,-69.74730132034779,0.0
20.18533693433807,-68.99666745276093,0.0
20.70283953554816,-122.15173572906359,0.0
20.843625579515265,-121.39926586308387,0.0
20.980523982551404,-120.64514503606152,0.0
21.113519309474096,-119.88941462602486,0.0
21.242596608877157,-119.13211658789687,0.0
21.367741411435123,-118.37329344209958,0.0
21.48893972817241,-117.61298826267368,0.0
21.606178048703878,-116.85124466491916,0.0
21.71944333945458,-116.08810679256283,0.0
21.828723041866105,-115.32361930445994,0.0
21.934005070596488,-114.55782736083803,0.0
22.03527781172014,-113.79077660909098,0.0
22.13253012093529,-113.02251316913312,0.0
22.225751321785047,-112.25308361832252,0.0
22.314931203898432,-111.48253497596494,0.0
22.400060021258053,-110.71091468740934,0.0
22.48112849049968,-109.93827060774717,0.0
22.55812778925002,-109.1646509851279,0.0
22.631049554508262,-108.39010444370456,0.0
22.699885881076256,-107.61467996622302,0.0
22.764629320042836,-106.83842687626974,0.0
22.825272877327333,-106.06139482019303,0.0
22.881810012285854,-105.28363374871383,0.0
22.934234636386332,-104.50519389824244,3.3232398852416166e-09
22.982541111954678,-103.72612577191775,1.963338078800104e-07
23.02672425099757,-102.94648012038668,3.3565248560655145e-06
23.066779314103783,-102.16630792234125,3.027869058546234e-05
